r,rtype,zr,effshape,dirsign5,authordate,studyid,siteid,ecosystype,expsyst,manip,design,inddivcause,establfrom,divmeas,fglevels,splevels,maxspno,noplots,nospec,tl_manip,tl_measur,trophrel,variable,groupvar,service,ecoserv,residinvad,statdyn,ratestock,resplevel
-0.122,univar,-0.123,no,0,Wardle et al. 1997,59,S570,soil community,field,direct,substitutive,,,SpRichn,2,7,low,1224,32,1°Producer,Ecosystem,eco,nitrogen release rate,soil nutrient supply,s,soil fertility,1,static,r,eco
-0.029,univar,-0.029,no,0,Wardle et al. 1997,59,S570,soil community,field,direct,substitutive,,,SpRichn,2,7,low,1224,32,1°Producer,Detritivores,above,decomposition rate,1°+decomposer abundance,s,soil fertility,1,static,r,eco
0.102,univar,0.102,no,0,Wardle et al. 1997,59,S570,soil community,field,direct,substitutive,,,SpRichn,2,7,low,1224,32,1°Producer,Ecosystem,eco,nitrogen content,soil nutrient supply,s,soil fertility,1,static,s,eco
NA,,NA,no,0,Wardle et al. 1997,59,S570,soil community,field,direct,substitutive,,,SpRichn,2,7,low,1224,32,1°Producer,Detritivores,above,microbial biomass,1°+decomposer abundance,s,soil fertility,1,static,s,com
NA,,NA,negative,-2,Naeem & Li 1997,62,S470,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpPerFg,5,3,intermediate,48,15,Multitrophic,Detritivores,within,bacterial density (s.d.) (decomposer),1°+decomposer abundance,s,nutrient cycling,1,variable,s,com
NA,,NA,negative,-2,Naeem & Li 1997,62,S470,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpPerFg,5,3,intermediate,48,15,Multitrophic,1°Producer,within,biomass total (r2),1°producer abundance,s,prim prod,1,variable,s,com
NA,,NA,no,0,Naeem & Li 1997,62,S470,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpPerFg,5,3,intermediate,48,15,Multitrophic,Detritivores,within,bacterial density (decomposer),1°+decomposer abundance,s,nutrient cycling,1,static,s,com
NA,,NA,negative,-2,Naeem & Li 1997,62,S470,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpPerFg,5,3,intermediate,48,15,Multitrophic,1°Producer,within,biomass total,1°producer abundance,s,prim prod,1,static,s,com
-0.629,univar,-0.74,negative linear,-2,Hooper & Vitousek 1998,63,S150,grassland,field,direct,substitutive,,propagules/colonization,FgRichn,4,4,intermediate,54,NA,1°Producer,Ecosystem,eco,available P,soil nutrient supply,s,soil fertility,1,static,s,eco
-0.596,univar,-0.687,negative linear,-2,Hooper & Vitousek 1998,63,S150,grassland,field,direct,substitutive,,propagules/colonization,FgRichn,4,4,intermediate,54,NA,1°Producer,Ecosystem,eco,inorganic N,soil nutrient supply,s,soil fertility,1,static,s,eco
NA,,NA,no,0,Hooper & Vitousek 1998,63,S150,grassland,field,direct,substitutive,,propagules/colonization,FgRichn,4,4,intermediate,54,NA,1°Producer,Ecosystem,eco,leaching loss NO3-,nutrient loss,s,nutrient cycling,1,static,r,eco
NA,,NA,positive linear,2,Hooper & Vitousek 1998,63,S150,grassland,field,direct,substitutive,,propagules/colonization,FgRichn,4,4,intermediate,54,NA,1°Producer,1°Producer,same,relative resource use,mechanism,NA,NA,1,static,s,com
NA,,NA,negative linear,-2,Hooper & Vitousek 1998,63,S150,grassland,field,direct,substitutive,,propagules/colonization,FgRichn,4,4,intermediate,54,NA,1°Producer,Ecosystem,eco,soil moisture,water cycle,s,water cycl,1,static,s,eco
NA,,NA,positive linear,2,Hooper & Vitousek 1998,63,S150,grassland,field,direct,substitutive,,propagules/colonization,FgRichn,4,4,intermediate,54,NA,1°Producer,Ecosystem,eco,total soil P,soil nutrient supply,s,soil fertility,1,static,s,eco
0.148,univar,0.149,no,0,Norberg 2000,64,S500,aquatic marine,bottle/pot,direct,substitutive,,juveniles,SpRichn,1,3,low,36,4,1°Consumer,1°Consumer,same,biomass rotifers,1°+consumer abundance,r,bioregulation,1,static,s,com
0.218,univar,0.222,no,0,Norberg 2000,64,S500,aquatic marine,bottle/pot,direct,substitutive,,juveniles,SpRichn,1,3,low,36,4,1°Consumer,Ecosystem,eco,silica,abiotic condition,s,nutrient cycling,1,static,s,eco
0.495,univar,0.543,no,0,Norberg 2000,64,S500,aquatic marine,bottle/pot,direct,substitutive,,juveniles,SpRichn,1,3,low,36,4,1°Consumer,1°Consumer,same,biomass zooplancton,1°+consumer abundance,r,bioregulation,1,static,s,com
0.509,univar,0.562,no,0,Norberg 2000,64,S500,aquatic marine,bottle/pot,direct,substitutive,,juveniles,SpRichn,1,3,low,36,4,1°Consumer,1°Producer,below,productivity (phytoplankton per capita ),1°producer abundance,s,prim prod,1,static,r,com
0.693,univar,0.854,no,0,Norberg 2000,64,S500,aquatic marine,bottle/pot,direct,substitutive,,juveniles,SpRichn,1,3,low,36,4,1°Consumer,Ecosystem,eco,dissolved P,soil nutrient supply,s,nutrient cycling,1,static,s,eco
0.833,univar,1.199,positive,2,Norberg 2000,64,S500,aquatic marine,bottle/pot,direct,substitutive,,juveniles,SpRichn,1,3,low,36,4,1°Consumer,Ecosystem,eco,total inorganic N water,soil nutrient supply,s,nutrient cycling,1,static,s,eco
-0.447,univar,-0.481,negative linear,-2,Levine 2001,65,S400,aquatic fresh,field,direct,substitutive,,juveniles,SpRichn,1,5,low,55,9,1°Producer,1°Producer,same,biomass per invader individual Mentha arvensis  (native),Invader 1°producer abundance,r,bioregulation,2,static,s,pop
-0.412,univar,-0.438,negative linear,-2,Levine 2001,65,S400,aquatic fresh,field,direct,substitutive,,juveniles,SpRichn,1,5,low,55,9,1°Producer,1°Producer,same,biomass per invader individual Plantago major  (exotic),Invader 1°producer abundance,r,bioregulation,2,static,s,pop
-0.412,univar,-0.438,negative linear,-2,Levine 2001,65,S400,aquatic fresh,field,direct,substitutive,,juveniles,SpRichn,1,5,low,55,9,1°Producer,1°Producer,same,%successful seeds of invader Mimulus cardinalis  (native),Invader 1°producer abundance,r,bioregulation,2,static,s,pop
-0.374,univar,-0.393,negative linear,-2,Levine 2001,65,S400,aquatic fresh,field,direct,substitutive,,juveniles,SpRichn,1,5,low,55,9,1°Producer,1°Producer,same,%successful seeds of invader Agrostis stolonifera (exotic),Invader 1°producer abundance,r,bioregulation,2,static,s,pop
-0.361,univar,-0.378,negative linear,-2,Levine 2001,65,S400,aquatic fresh,field,direct,substitutive,,juveniles,SpRichn,1,5,low,55,9,1°Producer,1°Producer,same,biomass per invader individual Panicum pacificum (native),Invader 1°producer abundance,r,bioregulation,2,static,s,pop
-0.316,univar,-0.327,negative linear,-2,Levine 2001,65,S400,aquatic fresh,field,direct,substitutive,,juveniles,SpRichn,1,5,low,55,9,1°Producer,1°Producer,same,biomass per invader individual Agrostis stolonifera (exotic),Invader 1°producer abundance,r,bioregulation,2,static,s,pop
-0.316,univar,-0.327,negative linear,-2,Levine 2001,65,S400,aquatic fresh,field,direct,substitutive,,juveniles,SpRichn,1,5,low,55,9,1°Producer,1°Producer,same,biomass per invader individual Cirsium arvense (exotic),Invader 1°producer abundance,r,bioregulation,2,static,s,pop
-0.316,univar,-0.327,negative linear,-2,Levine 2001,65,S400,aquatic fresh,field,direct,substitutive,,juveniles,SpRichn,1,5,low,55,9,1°Producer,1°Producer,same,%successful seeds of invader Mentha arvensis  (native),Invader 1°producer abundance,r,bioregulation,2,static,s,pop
-0.316,univar,-0.327,negative linear,-2,Levine 2001,65,S400,aquatic fresh,field,direct,substitutive,,juveniles,SpRichn,1,5,low,55,9,1°Producer,1°Producer,same,%successful seeds of invader Plantago major  (exotic),Invader 1°producer abundance,r,bioregulation,2,static,s,pop
-0.3,univar,-0.31,negative linear,0,Levine 2001,65,S400,aquatic fresh,field,direct,substitutive,,juveniles,SpRichn,1,5,low,55,9,1°Producer,1°Producer,same,biomass per invader individual Mimulus cardinalis  (native),Invader 1°producer abundance,r,bioregulation,2,static,s,pop
-0.283,univar,-0.291,negative linear,-2,Levine 2001,65,S400,aquatic fresh,field,direct,substitutive,,juveniles,SpRichn,1,5,low,55,9,1°Producer,1°Producer,same,%successful seeds of invader Panicum pacificum (native),Invader 1°producer abundance,r,bioregulation,2,static,s,pop
-0.173,univar,-0.175,negative linear,0,Levine 2001,65,S400,aquatic fresh,field,direct,substitutive,,juveniles,SpRichn,1,5,low,55,9,1°Producer,1°Producer,same,%successful seeds of invader Cirsium arvense (exotic),Invader 1°producer abundance,r,bioregulation,2,static,s,pop
0.227,univar,0.231,positive,2,Robinson et al. 1995,67,S390,grassland,field,indirect,,natural,propagules/colonization,SpRichn,4,NA,intermediate,42,42,1°Producer,1°Producer,same,fruit production of invaders,Invader 1°producer fecundity,r,bioregulation,2,static,s,pop
0.344,univar,0.359,positive,2,Robinson et al. 1995,67,S390,grassland,field,indirect,,natural,propagules/colonization,SpRichn,4,NA,intermediate,42,42,1°Producer,1°Producer,same,no. of reproductive invaders,Invader 1°producer fecundity,r,bioregulation,2,static,s,pop
0.396,univar,0.419,positive,2,Robinson et al. 1995,67,S390,grassland,field,indirect,,natural,propagules/colonization,SpRichn,4,NA,intermediate,42,42,1°Producer,1°Producer,same,no. germinated invaders,Invader 1°producer abundance,r,bioregulation,2,static,s,pop
-0.54,univar,-0.604,negative linear,-2,Rodriguez et al. 1994,68,S300,grassland,field,indirect,,natural,propagules/colonization,SpRichn,1,NA,high,19,NA,1°Producer,1°Producer,same,spc. comp. change,1°producer composition change,r,bioregulation,1,variable,r,com
-0.46,univar,-0.497,negative linear,-2,Rodriguez et al. 1994,68,S300,grassland,field,indirect,,natural,propagules/colonization,SpRichn,1,NA,high,19,NA,1°Producer,1°Producer,same,no.spc. w.sign change in abundance,1°producer composition change,r,bioregulation,1,variable,r,com
0.7,univar,0.867,positive,2,Rodriguez et al. 1994,68,S300,grassland,field,indirect,,natural,propagules/colonization,SpRichn,1,NA,high,19,NA,1°Producer,1°Producer,same,spc. diversity,1°producer diversity,r,bioregulation,1,static,s,com
-0.99,univar,-2.642,negative log-linear,-2,Troumbis et al. 2000,70,S370,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,intermediate,52,23,1°Producer,1°Producer,same,biomass aboveground Bromus intermedius,1°producer abundance,p,prim prod,1,static,s,pop
-0.98,univar,-2.293,negative log-linear,-2,Troumbis et al. 2000,70,S370,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,intermediate,52,23,1°Producer,1°Producer,same,biomass aboveground Phalaris coerulescens,1°producer abundance,p,prim prod,1,static,s,pop
-0.954,univar,-1.873,negative log-linear,-2,Troumbis et al. 2000,70,S370,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,intermediate,52,23,1°Producer,1°Producer,same,biomass aboveground Crepis foetida,1°producer abundance,p,prim prod,1,static,s,pop
-0.933,univar,-1.679,negative log-linear,-2,Troumbis et al. 2000,70,S370,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,intermediate,52,23,1°Producer,1°Producer,same,biomass aboveground Trifolium lappaceum,1°producer abundance,p,prim prod,1,static,s,pop
-0.917,univar,-1.567,negative log-linear,-2,Troumbis et al. 2000,70,S370,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,intermediate,52,23,1°Producer,1°Producer,same,biomass aboveground Hordeum geniculatum,1°producer abundance,p,prim prod,1,static,s,pop
0.353,multivar,0.369,positive log-linear,2,Troumbis et al. 2000,70,S370,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,intermediate,52,23,1°Producer,1°Producer,same,productivity aboveground (per year),1°producer abundance,p,prim prod,1,static,r,com
0.332,univar,0.345,positive,1,Stephan et al. 2000,71,S170,grassland,field,direct,substitutive,,propagules/colonization,FgRichn,3,5,high,64,48,1°Producer,Detritivores,above,catabolic activity of soil,1°+decomposer abundance,s,nutrient cycling,1,static,s,com
0.374,univar,0.393,positive log-linear,2,Stephan et al. 2000,71,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,Detritivores,above,catabolic microbial spc. richness,1°+decomposer diversity,r,bioregulation,1,static,s,com
0.447,univar,0.481,positive log-linear,2,Stephan et al. 2000,71,S170,grassland,field,direct,substitutive,,propagules/colonization,FgRichn,3,5,high,64,48,1°Producer,Detritivores,above,catabolic microbial spc. richness,1°+decomposer diversity,r,bioregulation,1,static,s,com
0.458,univar,0.495,positive log-linear,2,Stephan et al. 2000,71,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,Detritivores,above,microbial diversity (Shannon),1°+decomposer diversity,r,bioregulation,1,static,s,com
0.529,univar,0.589,positive log-linear,2,Stephan et al. 2000,71,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,Detritivores,above,catabolic activity of soil,1°+decomposer abundance,s,nutrient cycling,1,static,s,com
NA,,NA,positive log-linear,2,Stephan et al. 2000,71,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,Detritivores,above,activity of single C-sources,1°+decomposer abundance,s,nutrient cycling,1,static,s,com
NA,,NA,positive,1,Stephan et al. 2000,71,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,Detritivores,above,activity of single C-sources,1°+decomposer abundance,s,nutrient cycling,1,static,s,com
NA,,NA,negative,-1,Stephan et al. 2000,71,S170,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,3,5,high,64,48,1°Producer,Detritivores,above,activity of single C-sources,1°+decomposer abundance,s,nutrient cycling,1,static,s,com
-0.375,univar,-0.394,negative,-2,Cardinale & Palmer 2002,73,S580,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,1,3,low,54,3,1°Consumer,1°Producer,below,algal productivity (mg O2*h-2),1°producer abundance,s,prim prod,1,variable,r,eco
-0.321,univar,-0.333,negative,-2,Cardinale & Palmer 2002,73,S580,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,1,3,low,54,3,1°Consumer,1°Producer,below,algal productivity (mg O2*h-2),1°producer abundance,s,prim prod,1,static,r,eco
0.105,univar,0.106,no,0,Cardinale & Palmer 2002,73,S580,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,1,3,low,54,3,1°Consumer,1°Producer,below,biofilm respiration,1°producer abundance,s,prim prod,1,variable,r,eco
0.109,univar,0.109,no,0,Cardinale & Palmer 2002,73,S580,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,1,3,low,54,3,1°Consumer,1°Producer,below,biofilm respiration,1°producer abundance,s,prim prod,1,static,r,eco
0.237,univar,0.241,positive,2,Cardinale & Palmer 2002,73,S580,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,1,3,low,54,3,1°Consumer,Ecosystem,eco,organic particle flux,abiotic condition,s,water quality,1,variable,s,eco
NA,,NA,no,0,Cardinale & Palmer 2002,73,S580,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,1,3,low,54,3,1°Consumer,1°Consumer,eco,phosphor excretion rate,1°+consumer abundance,r,bioregulation,1,static,r,eco
NA,,NA,positive,1,Carr et al. 2002,74,S590,aquatic marine,field,direct,additive,,juveniles,FgRichn,3,3,intermediate,1535,10,Multitrophic,1°Consumer,within,survival rate (c.v),1°+consumer abundance,r,bioregulation,1,variable,r,com
0.036,univar,0.036,positive,2,Emmerson et al. 2001,75,S600,aquatic marine,bottle/pot,direct,substitutive,,juveniles,SpRichn,2,4,low,24,4,Multitrophic,Ecosystem,eco,NH4-N concentration,soil nutrient supply,s,nutrient cycling,1,static,s,eco
NA,,NA,negative,-2,Emmerson et al. 2001,75,S600,aquatic marine,bottle/pot,direct,substitutive,,juveniles,SpRichn,2,4,low,24,4,Multitrophic,Ecosystem,eco,NH4-N concentration (r2),soil nutrient supply,s,nutrient cycling,1,variable,s,eco
-0.2,univar,-0.203,negative,-2,Engelhardt & Ritchie 2002,76,S610,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,3,3,low,70,4,1°Producer,Ecosystem,eco,P loss total,nutrient loss,s,nutrient cycling,1,static,r,eco
0,univar,0,no,0,Engelhardt & Ritchie 2002,76,S610,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,3,3,low,70,4,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,s,prim prod,1,static,s,com
0,univar,0,no,0,Engelhardt & Ritchie 2002,76,S610,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,3,3,low,70,4,1°Producer,1°Producer,same,biomass total (macrophytes),1°producer abundance,s,prim prod,1,static,s,com
0.283,univar,0.291,positive,2,Engelhardt & Ritchie 2002,76,S610,aquatic fresh,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,3,3,low,70,4,1°Producer,1°Producer,same,biomass total (algae),1°producer abundance,s,prim prod,1,static,s,com
0.368,multivar,0.386,positive,2,Fridley 2002,77,S620,grassland,field,direct,substitutive,,propagules/colonization,SpRichn,1,3,low,120,10,1°Producer,1°Producer,same,biomass aboveground,1°producer abundance,p,prim prod,1,static,s,com
-0.31,multivar,-0.321,no,0,He et al. 2002,78,S630,grassland,bottle/pot,direct,substitutive,,propagules/colonization,SpRichn,3,3,intermediate,63,12,1°Producer,1°Producer,same,-root:shoot ratio,mechanism,NA,NA,1,static,s,com
